cik_int,cik10,cik_original,company_name,primary_ticker,all_tickers,n_tickers,earliest_filing_date,latest_filing_date,n_filings,n_years,name_normalized
1158114,1158114,1158114,"APPLIED OPTOELECTRONICS, INC.",AAOI,{'AAOI'},1,00:00.0,00:00.0,8,8,"APPLIED OPTOELECTRONICS,"
1568969,1568969,1568969,"APPYEA, INC",APYP,{'APYP'},1,00:00.0,00:00.0,5,5,"APPYEA,"
1755101,1755101,1755101,APPlife Digital Solutions Inc,ALDS,{'ALDS'},1,00:00.0,00:00.0,2,2,APPLIFE DIGITAL SOLUTIONS INC
896622,896622,896622,"APTARGROUP, INC.",ATR,{'ATR'},1,00:00.0,00:00.0,24,24,"APTARGROUP,"
1796209,1796209,1796209,APi Group Corp,APG,{'APG'},1,00:00.0,00:00.0,1,1,API GROUP CORP
1553264,1553264,1553264,AQUA POWER SYSTEMS INC.,APSI,{'APSI'},1,00:00.0,00:00.0,1,1,AQUA POWER SYSTEMS
1305168,1305168,1305168,"ARC DOCUMENT SOLUTIONS, INC.",ARC,{'ARC'},1,00:00.0,00:00.0,17,17,"ARC DOCUMENT SOLUTIONS,"
907654,907654,907654,"ARCA biopharma, Inc.",ABIO,{'ABIO'},1,00:00.0,00:00.0,21,21,"ARCA BIOPHARMA, INC."
894405,894405,894405,ARCBEST CORP /DE/,ARCB,{'ARCB'},1,00:00.0,00:00.0,21,21,ARCBEST CORP
1037676,1037676,1037676,"ARCH RESOURCES, INC.",ARCH,{'ARCH'},1,00:00.0,00:00.0,5,5,"ARCH RESOURCES,"
1437402,1437402,1437402,"ARDELYX, INC.",ARDX,{'ARDX'},1,00:00.0,00:00.0,7,7,"ARDELYX,"
1287750,1287750,1287750,ARES CAPITAL CORP,ARCC,{'ARCC'},1,00:00.0,00:00.0,17,17,ARES CAPITAL
100591,100591,100591,ARGAN INC,AGX,{'AGX'},1,00:00.0,00:00.0,13,13,ARGAN
1533106,1533106,1533106,"ARGENTUM 47, INC.",ARGQ,{'ARGQ'},1,00:00.0,00:00.0,8,8,"ARGENTUM 47,"
1698702,1698702,1698702,ARION GROUP CORP.,ARGC,{'ARGC'},1,00:00.0,00:00.0,2,2,ARION GROUP
779544,779544,779544,ARK RESTAURANTS CORP,ARKR,{'ARKR'},1,00:00.0,00:00.0,22,22,ARK RESTAURANTS
7431,7431,7431,ARMSTRONG WORLD INDUSTRIES INC,AWI,{'AWI'},1,00:00.0,00:00.0,15,15,ARMSTRONG WORLD INDUSTRIES
7536,7536,7536,ARROW ELECTRONICS INC,ARW,{'ARW'},1,00:00.0,00:00.0,20,20,ARROW ELECTRONICS
717538,717538,717538,ARROW FINANCIAL CORP,AROW,{'AROW'},1,00:00.0,00:00.0,24,24,ARROW FINANCIAL
879407,879407,879407,"ARROWHEAD PHARMACEUTICALS, INC.",ARWR,{'ARWR'},1,00:00.0,00:00.0,15,15,"ARROWHEAD PHARMACEUTICALS,"
784199,784199,784199,"ARTIVION, INC.",AORT,{'AORT'},1,00:00.0,00:00.0,25,25,"ARTIVION,"
7623,7623,7623,ARTS WAY MANUFACTURING CO INC,ARTW,{'ARTW'},1,00:00.0,00:00.0,20,20,ARTS WAY MANUFACTURING CO
1113313,1113313,1113313,ARVANA INC,AVNI,{'AVNI'},1,00:00.0,00:00.0,13,13,ARVANA
1655759,1655759,1655759,"ARVINAS, INC.",ARVN,{'ARVN'},1,00:00.0,00:00.0,3,3,"ARVINAS,"
1067873,1067873,1067873,AS-IP TECH INC,IPTK,{'IPTK'},1,00:00.0,00:00.0,12,12,AS-IP TECH
1144980,1144980,1144980,ASBURY AUTOMOTIVE GROUP INC,ABG,{'ABG'},1,00:00.0,00:00.0,19,19,ASBURY AUTOMOTIVE GROUP
876378,876378,876378,"ASENSUS SURGICAL, INC.",ASXC,{'ASXC'},1,00:00.0,00:00.0,19,19,"ASENSUS SURGICAL,"
890564,890564,890564,ASGN Inc,ASGN,{'ASGN'},1,00:00.0,00:00.0,22,22,ASGN INC
1674862,1674862,1674862,ASHLAND INC.,ASH,{'ASH'},1,00:00.0,00:00.0,5,5,ASHLAND
1145986,1145986,1145986,ASPEN AEROGELS INC,ASPN,{'ASPN'},1,00:00.0,00:00.0,7,7,ASPEN AEROGELS
1487198,1487198,1487198,"ASPEN GROUP, INC.",ASPU,{'ASPU'},1,00:00.0,00:00.0,7,7,"ASPEN GROUP,"
1426800,1426800,1426800,"ASSEMBLY BIOSCIENCES, INC.",ASMB,{'ASMB'},1,00:00.0,00:00.0,11,11,"ASSEMBLY BIOSCIENCES,"
1719435,1719435,1719435,"ASSISTED 4 LIVING, INC.",ASSF,{'ASSF'},1,00:00.0,00:00.0,1,1,"ASSISTED 4 LIVING,"
1273813,1273813,1273813,ASSURED GUARANTY LTD,AGO,{'AGO'},1,00:00.0,00:00.0,17,17,ASSURED GUARANTY LTD
792987,792987,792987,ASTEC INDUSTRIES INC,ASTE,{'ASTE'},1,00:00.0,00:00.0,27,27,ASTEC INDUSTRIES
1511161,1511161,1511161,ASTIKA HOLDINGS INC.,ASKH,{'ASKH'},1,00:00.0,00:00.0,6,6,ASTIKA HOLDINGS
1001907,1001907,1001907,ASTROTECH Corp,ASTC,{'ASTC'},1,00:00.0,00:00.0,24,24,ASTROTECH CORP
884144,884144,884144,ASURE SOFTWARE INC,ASUR,{'ASUR'},1,00:00.0,00:00.0,25,25,ASURE SOFTWARE
1304409,1304409,1304409,ATHENA GOLD CORP,AHNR,{'AHNR'},1,00:00.0,00:00.0,13,13,ATHENA GOLD
1368148,1368148,1368148,"ATHERSYS, INC / NEW",ATHX,{'ATHX'},1,00:00.0,00:00.0,14,14,"ATHERSYS, INC"
1018963,1018963,1018963,ATI INC,ATI,{'ATI'},1,00:00.0,00:00.0,19,19,ATI
8177,8177,8177,ATLANTIC AMERICAN CORP,AAME,{'AAME'},1,00:00.0,00:00.0,24,24,ATLANTIC AMERICAN
1062506,1062506,1062506,ATLANTICA INC,ALDA,{'ALDA'},1,00:00.0,00:00.0,10,10,ATLANTICA
1135185,1135185,1135185,ATLAS AIR WORLDWIDE HOLDINGS INC,AAWW,{'AAWW'},1,00:00.0,00:00.0,16,16,ATLAS AIR WORLDWIDE HOLDINGS
1751143,1751143,1751143,"ATLAS TECHNICAL CONSULTANTS, INC.",ATCX,{'ATCX'},1,00:00.0,00:00.0,3,3,"ATLAS TECHNICAL CONSULTANTS,"
731802,731802,731802,ATMOS ENERGY CORP,ATO,{'ATO'},1,00:00.0,00:00.0,21,21,ATMOS ENERGY
879585,879585,879585,"ATN International, Inc.",ATNI,{'ATNI'},1,00:00.0,00:00.0,25,25,"ATN INTERNATIONAL, INC."
1488039,1488039,1488039,"ATOSSA THERAPEUTICS, INC.",ATOS,{'ATOS'},1,00:00.0,00:00.0,9,9,"ATOSSA THERAPEUTICS,"
701288,701288,701288,ATRION CORP,ATRI,{'ATRI'},1,00:00.0,00:00.0,20,20,ATRION
750574,750574,750574,"AUBURN NATIONAL BANCORPORATION, INC",AUBN,{'AUBN'},1,00:00.0,00:00.0,19,19,"AUBURN NATIONAL BANCORPORATION,"
1067837,1067837,1067837,"AUDACY, INC.",AUD,{'AUD'},1,00:00.0,00:00.0,22,22,"AUDACY,"
1362190,1362190,1362190,AUDIOEYE INC,AEYE,{'AEYE'},1,00:00.0,00:00.0,8,8,AUDIOEYE
1448597,1448597,1448597,AUGUSTA GOLD CORP.,AUGG,{'AUGG'},1,00:00.0,00:00.0,10,10,AUGUSTA GOLD
1092802,1092802,1092802,AURI INC,AURI,{'AURI'},1,00:00.0,00:00.0,4,4,AURI
1492091,1492091,1492091,AUSCRETE Corp,ASCK,{'ASCK'},1,00:00.0,00:00.0,5,5,AUSCRETE CORP
1034670,1034670,1034670,AUTOLIV INC,ALV,{'ALV'},1,00:00.0,00:00.0,21,21,AUTOLIV
8670,8670,8670,AUTOMATIC DATA PROCESSING INC,ADP,{'ADP'},1,00:00.0,00:00.0,25,25,AUTOMATIC DATA PROCESSING
350698,350698,350698,"AUTONATION, INC.",AN,{'AN'},1,00:00.0,00:00.0,23,23,"AUTONATION,"
943034,943034,943034,AUTOSCOPE TECHNOLOGIES CORP,AATC,{'AATC'},1,00:00.0,00:00.0,15,15,AUTOSCOPE TECHNOLOGIES
866787,866787,866787,AUTOZONE INC,AZO,{'AZO'},1,00:00.0,00:00.0,24,24,AUTOZONE
1012477,1012477,1012477,AVADEL PHARMACEUTICALS PLC,AVDL,{'AVDL'},1,00:00.0,00:00.0,6,6,AVADEL PHARMACEUTICALS PLC
1061069,1061069,1061069,AVALON HOLDINGS CORP,AWX,{'AWX'},1,00:00.0,00:00.0,19,19,AVALON HOLDINGS
915912,915912,915912,AVALONBAY COMMUNITIES INC,AVB,{'AVB'},1,00:00.0,00:00.0,21,21,AVALONBAY COMMUNITIES
1606498,1606498,1606498,"AVANOS MEDICAL, INC.",AVNS,{'AVNS'},1,00:00.0,00:00.0,7,7,"AVANOS MEDICAL,"
1644963,1644963,1644963,"AVENUE THERAPEUTICS, INC.",ATXI,{'ATXI'},1,00:00.0,00:00.0,4,4,"AVENUE THERAPEUTICS,"
1325879,1325879,1325879,"AVEO PHARMACEUTICALS, INC.",AVEO,{'AVEO'},1,00:00.0,00:00.0,11,11,"AVEO PHARMACEUTICALS,"
1377789,1377789,1377789,"AVIAT NETWORKS, INC.",AVNW,{'AVNW'},1,00:00.0,00:00.0,14,14,"AVIAT NETWORKS,"
896841,896841,896841,"AVID TECHNOLOGY, INC.",AVID,{'AVID'},1,00:00.0,00:00.0,24,24,"AVID TECHNOLOGY,"
1122976,1122976,1122976,AVIENT CORP,AVNT,{'AVNT'},1,00:00.0,00:00.0,21,21,AVIENT
723612,723612,723612,"AVIS BUDGET GROUP, INC.",CAR,{'CAR'},1,00:00.0,00:00.0,16,16,"AVIS BUDGET GROUP,"
104918,104918,104918,AVISTA CORP,AVA,{'AVA'},1,00:00.0,00:00.0,23,23,AVISTA
1762303,1762303,1762303,"AVITA Medical, Inc.",RCEL,{'RCEL'},1,00:00.0,00:00.0,1,1,"AVITA MEDICAL, INC."
8858,8858,8858,AVNET INC,AVT,{'AVT'},1,00:00.0,00:00.0,26,26,AVNET
1676163,1676163,1676163,"AVRA Medical Robotics, Inc.",AVMR,{'AVMR'},1,00:00.0,00:00.0,1,1,"AVRA MEDICAL ROBOTICS, INC."
1681087,1681087,1681087,"AVROBIO, Inc.",AVRO,{'AVRO'},1,00:00.0,00:00.0,3,3,"AVROBIO, INC."
1015739,1015739,1015739,AWARE INC /MA/,AWRE,{'AWRE'},1,00:00.0,00:00.0,23,23,AWARE INC
1113232,1113232,1113232,AXCELIS TECHNOLOGIES INC,ACLS,{'ACLS'},1,00:00.0,00:00.0,20,20,AXCELIS TECHNOLOGIES
1514946,1514946,1514946,"AXIM BIOTECHNOLOGIES, INC.",AXIM,{'AXIM'},1,00:00.0,00:00.0,7,7,"AXIM BIOTECHNOLOGIES,"
1069183,1069183,1069183,"AXON ENTERPRISE, INC.",AXON,{'AXON'},1,00:00.0,00:00.0,17,17,"AXON ENTERPRISE,"
1051627,1051627,1051627,AXT INC,AXTI,{'AXTI'},1,00:00.0,00:00.0,22,22,AXT
1086745,1086745,1086745,"AYRO, Inc.",AYRO,{'AYRO'},1,00:00.0,00:00.0,14,14,"AYRO, INC."
1385818,1385818,1385818,"AYTU BIOPHARMA, INC",AYTU,{'AYTU'},1,00:00.0,00:00.0,13,13,"AYTU BIOPHARMA,"
1782754,1782754,1782754,AZEK Co Inc.,AZEK,{'AZEK'},1,00:00.0,00:00.0,1,1,AZEK CO INC.
1708527,1708527,1708527,"AZIYO BIOLOGICS, INC.",AZYO,{'AZYO'},1,00:00.0,00:00.0,1,1,"AZIYO BIOLOGICS,"
8947,8947,8947,AZZ INC,AZZ,{'AZZ'},1,00:00.0,00:00.0,22,22,AZZ
1422142,1422142,1422142,"Aadi Bioscience, Inc.",AADI,{'AADI'},1,00:00.0,00:00.0,4,4,"AADI BIOSCIENCE, INC."
1821393,1821393,1821393,"Aaron's Company, Inc.",AAN,{'AAN'},1,00:00.0,00:00.0,1,1,"AARON'S COMPANY, INC."
1703057,1703057,1703057,AbCellera Biologics Inc.,ABCL,{'ABCL'},1,00:00.0,00:00.0,1,1,ABCELLERA BIOLOGICS INC.
1551152,1551152,1551152,AbbVie Inc.,ABBV,{'ABBV'},1,00:00.0,00:00.0,9,9,ABBVIE INC.
1001463,1001463,1001463,"Acacia Diversified Holdings, Inc.",ACCA,{'ACCA'},1,00:00.0,00:00.0,10,10,"ACACIA DIVERSIFIED HOLDINGS, INC."
1520697,1520697,1520697,"Acadia Healthcare Company, Inc.",ACHC,{'ACHC'},1,00:00.0,00:00.0,10,10,"ACADIA HEALTHCARE COMPANY, INC."
1444192,1444192,1444192,Acasti Pharma Inc.,ACST,{'ACST'},1,00:00.0,00:00.0,1,1,ACASTI PHARMA INC.
1698991,1698991,1698991,"Accel Entertainment, Inc.",ACEL,{'ACEL'},1,00:00.0,00:00.0,4,4,"ACCEL ENTERTAINMENT, INC."
727207,727207,727207,"Accelerate Diagnostics, Inc",AXDX,{'AXDX'},1,00:00.0,00:00.0,12,12,"ACCELERATE DIAGNOSTICS, INC"
1467373,1467373,1467373,Accenture plc,ACN,{'ACN'},1,00:00.0,00:00.0,12,12,ACCENTURE PLC
1041588,1041588,1041588,"Access-Power & Co., Inc.",ACCR,{'ACCR'},1,00:00.0,00:00.0,19,19,"ACCESS-POWER & CO., INC."
1464865,1464865,1464865,"Accredited Solutions, Inc.",GHMP,{'GHMP'},1,00:00.0,00:00.0,1,1,"ACCREDITED SOLUTIONS, INC."
1069308,1069308,1069308,Acer Therapeutics Inc.,ACER,{'ACER'},1,00:00.0,00:00.0,14,14,ACER THERAPEUTICS INC.
1557746,1557746,1557746,"Aclaris Therapeutics, Inc.",ACRS,{'ACRS'},1,00:00.0,00:00.0,6,6,"ACLARIS THERAPEUTICS, INC."
1388320,1388320,1388320,"Actinium Pharmaceuticals, Inc.",ATNM,{'ATNM'},1,00:00.0,00:00.0,9,9,"ACTINIUM PHARMACEUTICALS, INC."
1477472,1477472,1477472,"Active Health Foods, Inc.",AHFD,{'AHFD'},1,00:00.0,00:00.0,3,3,"ACTIVE HEALTH FOODS, INC."
718877,718877,718877,"Activision Blizzard, Inc.",ATVI,{'ATVI'},1,00:00.0,00:00.0,23,23,"ACTIVISION BLIZZARD, INC."
1672013,1672013,1672013,Acushnet Holdings Corp.,GOLF,{'GOLF'},1,00:00.0,00:00.0,5,5,ACUSHNET HOLDINGS CORP.
1522860,1522860,1522860,"Acutus Medical, Inc.",AFIB,{'AFIB'},1,00:00.0,00:00.0,1,1,"ACUTUS MEDICAL, INC."
887247,887247,887247,Adamis Pharmaceuticals Corp,ADMP,{'ADMP'},1,00:00.0,00:00.0,18,18,ADAMIS PHARMACEUTICALS CORP
1725255,1725255,1725255,AdaptHealth Corp.,AHCO,{'AHCO'},1,00:00.0,00:00.0,3,3,ADAPTHEALTH CORP.
1621227,1621227,1621227,Adaptimmune Therapeutics PLC,ADAP,{'ADAP'},1,00:00.0,00:00.0,5,5,ADAPTIMMUNE THERAPEUTICS PLC
1478320,1478320,1478320,Adaptive Biotechnologies Corp,ADPT,{'ADPT'},1,00:00.0,00:00.0,2,2,ADAPTIVE BIOTECHNOLOGIES CORP
1468328,1468328,1468328,Addus HomeCare Corp,ADUS,{'ADUS'},1,00:00.0,00:00.0,12,12,ADDUS HOMECARE CORP
1803696,1803696,1803696,Adeia Inc.,ADEA,{'ADEA'},1,00:00.0,00:00.0,1,1,ADEIA INC.
737207,737207,737207,"Adhera Therapeutics, Inc.",ATRX,{'ATRX'},1,00:00.0,00:00.0,19,19,"ADHERA THERAPEUTICS, INC."
1720580,1720580,1720580,"Adicet Bio, Inc.",ACET,{'ACET'},1,00:00.0,00:00.0,4,4,"ADICET BIO, INC."
1670541,1670541,1670541,Adient plc,ADNT,{'ADNT'},1,00:00.0,00:00.0,5,5,ADIENT PLC
1726711,1726711,1726711,"Aditxt, Inc.",ADTX,{'ADTX'},1,00:00.0,00:00.0,1,1,"ADITXT, INC."
730464,730464,730464,Adtalem Global Education Inc.,ATGE,{'ATGE'},1,00:00.0,00:00.0,25,25,ADTALEM GLOBAL EDUCATION INC.
1673985,1673985,1673985,AdvanSix Inc.,ASIX,{'ASIX'},1,00:00.0,00:00.0,5,5,ADVANSIX INC.
1385799,1385799,1385799,Advanced Biomedical Technologies Inc.,ABMT,{'ABMT'},1,00:00.0,00:00.0,11,11,ADVANCED BIOMEDICAL TECHNOLOGIES INC.
1515156,1515156,1515156,"Advanced Emissions Solutions, Inc.",ADES,{'ADES'},1,00:00.0,00:00.0,7,7,"ADVANCED EMISSIONS SOLUTIONS, INC."
1342936,1342936,1342936,"Advanced Voice Recognition Systems, Inc",AVOI,{'AVOI'},1,00:00.0,00:00.0,12,12,"ADVANCED VOICE RECOGNITION SYSTEMS, INC"
869531,869531,869531,Advantego Corp,ADGO,{'ADGO'},1,00:00.0,00:00.0,16,16,ADVANTEGO CORP
22872,22872,22872,"Advanzeon Solutions, Inc.",CHCR,{'CHCR'},1,00:00.0,00:00.0,10,10,"ADVANZEON SOLUTIONS, INC."
1100397,1100397,1100397,"Advaxis, Inc.",ADXS,{'ADXS'},1,00:00.0,00:00.0,12,12,"ADVAXIS, INC."
1501756,1501756,1501756,"Adverum Biotechnologies, Inc.",ADVM,{'ADVM'},1,00:00.0,00:00.0,7,7,"ADVERUM BIOTECHNOLOGIES, INC."
1054274,1054274,1054274,"Adynxx, Inc.",ADYX,{'ADYX'},1,00:00.0,00:00.0,15,15,"ADYNXX, INC."
1636282,1636282,1636282,"Aeglea BioTherapeutics, Inc.",AGLE,{'AGLE'},1,00:00.0,00:00.0,5,5,"AEGLEA BIOTHERAPEUTICS, INC."
1754170,1754170,1754170,AerSale Corp,ASLE,{'ASLE'},1,00:00.0,00:00.0,2,2,AERSALE CORP
1590496,1590496,1590496,Aerkomm Inc.,AKOM,{'AKOM'},1,00:00.0,00:00.0,3,3,AERKOMM INC.
1368622,1368622,1368622,AeroVironment Inc,AVAV,{'AVAV'},1,00:00.0,00:00.0,14,14,AEROVIRONMENT INC
1823406,1823406,1823406,"Affinity Bancshares, Inc.",AFBI,{'AFBI'},1,00:00.0,00:00.0,1,1,"AFFINITY BANCSHARES, INC."
8504,8504,8504,AgEagle Aerial Systems Inc.,UAVS,{'UAVS'},1,00:00.0,00:00.0,13,13,AGEAGLE AERIAL SYSTEMS INC.
1713210,1713210,1713210,Agape ATP Corp,AATP,{'AATP'},1,00:00.0,00:00.0,1,1,AGAPE ATP CORP
1708599,1708599,1708599,"AgeX Therapeutics, Inc.",AGE,{'AGE'},1,00:00.0,00:00.0,3,3,"AGEX THERAPEUTICS, INC."
1603345,1603345,1603345,Agentix Corp.,AGTX,{'AGTX'},1,00:00.0,00:00.0,6,6,AGENTIX CORP.
1800637,1800637,1800637,Agrify Corp,AGFY,{'AGFY'},1,00:00.0,00:00.0,1,1,AGRIFY CORP
1592016,1592016,1592016,"AgroFresh Solutions, Inc.",AGFS,{'AGFS'},1,00:00.0,00:00.0,7,7,"AGROFRESH SOLUTIONS, INC."
743758,743758,743758,"AiAdvertising, Inc.",AIAD,{'AIAD'},1,00:00.0,00:00.0,13,13,"AIADVERTISING, INC."
2969,2969,2969,"Air Products & Chemicals, Inc.",APD,{'APD'},1,00:00.0,00:00.0,20,20,"AIR PRODUCTS & CHEMICALS, INC."
894081,894081,894081,"Air Transport Services Group, Inc.",ATSG,{'ATSG'},1,00:00.0,00:00.0,18,18,"AIR TRANSPORT SERVICES GROUP, INC."
1559720,1559720,1559720,"Airbnb, Inc.",ABNB,{'ABNB'},1,00:00.0,00:00.0,1,1,"AIRBNB, INC."
1541157,1541157,1541157,Akari Therapeutics Plc,AKTX,{'AKTX'},1,00:00.0,00:00.0,2,2,AKARI THERAPEUTICS PLC
1517022,1517022,1517022,"Akebia Therapeutics, Inc.",AKBA,{'AKBA'},1,00:00.0,00:00.0,7,7,"AKEBIA THERAPEUTICS, INC."
1744659,1744659,1744659,"Akero Therapeutics, Inc.",AKRO,{'AKRO'},1,00:00.0,00:00.0,2,2,"AKERO THERAPEUTICS, INC."
1722271,1722271,1722271,"Akouos, Inc.",AKUS,{'AKUS'},1,00:00.0,00:00.0,1,1,"AKOUOS, INC."
1584754,1584754,1584754,"Akoustis Technologies, Inc.",AKTS,{'AKTS'},1,00:00.0,00:00.0,5,5,"AKOUSTIS TECHNOLOGIES, INC."
1459200,1459200,1459200,"Alarm.com Holdings, Inc.",ALRM,{'ALRM'},1,00:00.0,00:00.0,6,6,"ALARM.COM HOLDINGS, INC."
1107421,1107421,1107421,"Alaunos Therapeutics, Inc.",TCRT,{'TCRT'},1,00:00.0,00:00.0,13,13,"ALAUNOS THERAPEUTICS, INC."
1675149,1675149,1675149,Alcoa Corp,AA,{'AA'},1,00:00.0,00:00.0,5,5,ALCOA CORP
1341235,1341235,1341235,"Aldeyra Therapeutics, Inc.",ALDX,{'ALDX'},1,00:00.0,00:00.0,7,7,"ALDEYRA THERAPEUTICS, INC."
1653087,1653087,1653087,"Alector, Inc.",ALEC,{'ALEC'},1,00:00.0,00:00.0,3,3,"ALECTOR, INC."
1159281,1159281,1159281,AlerisLife Inc.,ALR,{'ALR'},1,00:00.0,00:00.0,19,19,ALERISLIFE INC.
1545654,1545654,1545654,"Alexander & Baldwin, Inc.",ALEX,{'ALEX'},1,00:00.0,00:00.0,9,9,"ALEXANDER & BALDWIN, INC."
1809104,1809104,1809104,"Alight, Inc. / Delaware",ALIT,{'ALIT'},1,00:00.0,00:00.0,1,1,"ALIGHT, INC."
1799448,1799448,1799448,"Aligos Therapeutics, Inc.",ALGS,{'ALGS'},1,00:00.0,00:00.0,1,1,"ALIGOS THERAPEUTICS, INC."
1520262,1520262,1520262,Alkermes plc.,ALKS,{'ALKS'},1,00:00.0,00:00.0,9,9,ALKERMES PLC.
1564824,1564824,1564824,Allakos Inc.,ALLK,{'ALLK'},1,00:00.0,00:00.0,3,3,ALLAKOS INC.
1362468,1362468,1362468,Allegiant Travel CO,ALGT,{'ALGT'},1,00:00.0,00:00.0,15,15,ALLEGIANT TRAVEL
1579241,1579241,1579241,Allegion plc,ALLE,{'ALLE'},1,00:00.0,00:00.0,8,8,ALLEGION PLC
1624658,1624658,1624658,"Allena Pharmaceuticals, Inc.",ALNAQ,{'ALNAQ'},1,00:00.0,00:00.0,4,4,"ALLENA PHARMACEUTICALS, INC."
1575295,1575295,1575295,Allied Corp.,ALID,{'ALID'},1,00:00.0,00:00.0,1,1,ALLIED CORP.
1708341,1708341,1708341,"Allied Esports Entertainment, Inc.",AESE,{'AESE'},1,00:00.0,00:00.0,4,4,"ALLIED ESPORTS ENTERTAINMENT, INC."
1411207,1411207,1411207,Allison Transmission Holdings Inc,ALSN,{'ALSN'},1,00:00.0,00:00.0,9,9,ALLISON TRANSMISSION HOLDINGS INC
1737287,1737287,1737287,"Allogene Therapeutics, Inc.",ALLO,{'ALLO'},1,00:00.0,00:00.0,3,3,"ALLOGENE THERAPEUTICS, INC."
1754068,1754068,1754068,"Allovir, Inc.",ALVR,{'ALVR'},1,00:00.0,00:00.0,1,1,"ALLOVIR, INC."
40729,40729,40729,Ally Financial Inc.,ALLY,{'ALLY'},1,00:00.0,00:00.0,8,8,ALLY FINANCIAL INC.
1422768,1422768,1422768,Almost Never Films Inc.,HLWD,{'HLWD'},1,00:00.0,00:00.0,10,10,ALMOST NEVER FILMS INC.
1616736,1616736,1616736,Alpha Investment Inc.,ALPC,{'ALPC'},1,00:00.0,00:00.0,1,1,ALPHA INVESTMENT INC.
1350653,1350653,1350653,"Alphatec Holdings, Inc.",ATEC,{'ATEC'},1,00:00.0,00:00.0,15,15,"ALPHATEC HOLDINGS, INC."
1786117,1786117,1786117,"Alpine Income Property Trust, Inc.",PINE,{'PINE'},1,00:00.0,00:00.0,2,2,"ALPINE INCOME PROPERTY TRUST, INC."
1750106,1750106,1750106,Alset Inc.,AEI,{'AEI'},1,00:00.0,00:00.0,1,1,ALSET INC.
1701732,1701732,1701732,Altair Engineering Inc.,ALTR,{'ALTR'},1,00:00.0,00:00.0,4,4,ALTAIR ENGINEERING INC.
1405660,1405660,1405660,Alternative Investment Corp,AIKO,{'AIKO'},1,00:00.0,00:00.0,11,11,ALTERNATIVE INVESTMENT CORP
1689923,1689923,1689923,"Alteryx, Inc.",AYX,{'AYX'},1,00:00.0,00:00.0,4,4,"ALTERYX, INC."
1702780,1702780,1702780,"Altice USA, Inc.",ATUS,{'ATUS'},1,00:00.0,00:00.0,2,2,"ALTICE USA, INC."
1830232,1830232,1830232,Altimeter Growth Corp. 2,AGCB,{'AGCB'},1,00:00.0,00:00.0,1,1,ALTIMETER GROWTH CORP. 2
1326190,1326190,1326190,"Altimmune, Inc.",ALT,{'ALT'},1,00:00.0,00:00.0,4,4,"ALTIMMUNE, INC."
778164,778164,778164,"Alto Ingredients, Inc.",ALTO,{'ALTO'},1,00:00.0,00:00.0,15,15,"ALTO INGREDIENTS, INC."
1374535,1374535,1374535,Altra Industrial Motion Corp.,AIMC,{'AIMC'},1,00:00.0,00:00.0,15,15,ALTRA INDUSTRIAL MOTION CORP.
1108046,1108046,1108046,AlumiFuel Power Corp,AFPW,{'AFPW'},1,00:00.0,00:00.0,6,6,ALUMIFUEL POWER CORP
20639,20639,20639,AmBase Corp,ABCP,{'ABCP'},1,00:00.0,00:00.0,25,25,AMBASE CORP
1823608,1823608,1823608,Amalgamated Financial Corp.,AMAL,{'AMAL'},1,00:00.0,00:00.0,1,1,AMALGAMATED FINANCIAL CORP.
1776048,1776048,1776048,Ameramex International Inc,AMMX,{'AMMX'},1,00:00.0,00:00.0,1,1,AMERAMEX INTERNATIONAL INC
1734342,1734342,1734342,Amerant Bancorp Inc.,AMTB,{'AMTB'},1,00:00.0,00:00.0,3,3,AMERANT BANCORP INC.
1488139,1488139,1488139,"Ameresco, Inc.",AMRC,{'AMRC'},1,00:00.0,00:00.0,11,11,"AMERESCO, INC."
1805024,1805024,1805024,Amergent Hospitality Group Inc.,AMHG,{'AMHG'},1,00:00.0,00:00.0,1,1,AMERGENT HOSPITALITY GROUP INC.
1508348,1508348,1508348,"AmeriCann, Inc.",ACAN,{'ACAN'},1,00:00.0,00:00.0,7,7,"AMERICANN, INC."
1407573,1407573,1407573,AmeriCrew Inc.,ACRU,{'ACRU'},1,00:00.0,00:00.0,1,1,AMERICREW INC.
1098009,1098009,1098009,America Great Health,AAGH,{'AAGH'},1,00:00.0,00:00.0,9,9,AMERICA GREAT HEALTH
6201,6201,6201,American Airlines Group Inc.,AAL,{'AAL'},1,00:00.0,00:00.0,14,14,AMERICAN AIRLINES GROUP INC.
1500217,1500217,1500217,"American Assets Trust, Inc.",AAT,{'AAT'},1,00:00.0,00:00.0,11,11,"AMERICAN ASSETS TRUST, INC."
945617,945617,945617,"American Cannabis Company, Inc.",AMMJ,{'AMMJ'},1,00:00.0,00:00.0,7,7,"AMERICAN CANNABIS COMPANY, INC."
773717,773717,773717,"American Clean Resources Group, Inc.",ACRG,{'ACRG'},1,00:00.0,00:00.0,11,11,"AMERICAN CLEAN RESOURCES GROUP, INC."
1488638,1488638,1488638,American Metals Recovery & Recycling Inc.,AMRR,{'AMRR'},1,00:00.0,00:00.0,3,3,AMERICAN METALS RECOVERY & RECYCLING INC.
1410636,1410636,1410636,"American Water Works Company, Inc.",AWK,{'AWK'},1,00:00.0,00:00.0,13,13,"AMERICAN WATER WORKS COMPANY, INC."
1393584,1393584,1393584,American Well Corp,AMWL,{'AMWL'},1,00:00.0,00:00.0,1,1,AMERICAN WELL CORP
