cik_int,cik10,cik_original,company_name,primary_ticker,all_tickers,n_tickers,earliest_filing_date,latest_filing_date,n_filings,n_years,name_normalized
803164,803164,803164,CHOICEONE FINANCIAL SERVICES INC,COFS,{'COFS'},1,00:00.0,00:00.0,20,20,CHOICEONE FINANCIAL SERVICES
883943,883943,883943,CHRISTOPHER & BANKS CORP,CBKCQ,{'CBKCQ'},1,00:00.0,00:00.0,18,18,CHRISTOPHER & BANKS
1191334,1191334,1191334,CHUN CAN CAPITAL GROUP,CNCN,{'CNCN'},1,00:00.0,00:00.0,14,14,CHUN CAN CAPITAL GROUP
313927,313927,313927,CHURCH & DWIGHT CO INC /DE/,CHD,{'CHD'},1,00:00.0,00:00.0,27,27,CHURCH & DWIGHT CO INC
1524931,1524931,1524931,"CHUY'S HOLDINGS, INC.",CHUY,{'CHUY'},1,00:00.0,00:00.0,9,9,"CHUY'S HOLDINGS,"
936395,936395,936395,CIENA CORP,CIEN,{'CIEN'},1,00:00.0,00:00.0,24,24,CIENA
1498547,1498547,1498547,"CIM REAL ESTATE FINANCE TRUST, INC.",CMRF,{'CMRF'},1,00:00.0,00:00.0,4,4,"CIM REAL ESTATE FINANCE TRUST,"
1262976,1262976,1262976,CIMPRESS plc,CMPR,{'CMPR'},1,00:00.0,00:00.0,15,15,CIMPRESS PLC
20286,20286,20286,CINCINNATI FINANCIAL CORP,CINF,{'CINF'},1,00:00.0,00:00.0,28,28,CINCINNATI FINANCIAL
723254,723254,723254,CINTAS CORP,CTAS,{'CTAS'},1,00:00.0,00:00.0,27,27,CINTAS
1091883,1091883,1091883,CIRCOR INTERNATIONAL INC,CIR,{'CIR'},1,00:00.0,00:00.0,20,20,CIRCOR INTERNATIONAL
772406,772406,772406,"CIRRUS LOGIC, INC.",CRUS,{'CRUS'},1,00:00.0,00:00.0,25,25,"CIRRUS LOGIC,"
813716,813716,813716,CIRTRAN CORP,CIRX,{'CIRX'},1,00:00.0,00:00.0,9,9,CIRTRAN
858877,858877,858877,"CISCO SYSTEMS, INC.",CSCO,{'CSCO'},1,00:00.0,00:00.0,25,25,"CISCO SYSTEMS,"
810958,810958,810958,CITIZENS & NORTHERN CORP,CZNC,{'CZNC'},1,00:00.0,00:00.0,22,22,CITIZENS & NORTHERN
739421,739421,739421,CITIZENS FINANCIAL SERVICES INC,CZFS,{'CZFS'},1,00:00.0,00:00.0,21,21,CITIZENS FINANCIAL SERVICES
1075706,1075706,1075706,CITIZENS HOLDING CO /MS/,CIZN,{'CIZN'},1,00:00.0,00:00.0,21,21,CITIZENS HOLDING CO
24090,24090,24090,"CITIZENS, INC.",CIA,{'CIA'},1,00:00.0,00:00.0,22,22,"CITIZENS,"
1498067,1498067,1498067,"CITRINE GLOBAL, CORP.",CTGL,{'CTGL'},1,00:00.0,00:00.0,9,9,"CITRINE GLOBAL,"
726854,726854,726854,CITY HOLDING CO,CHCO,{'CHCO'},1,00:00.0,00:00.0,23,23,CITY HOLDING
944745,944745,944745,"CIVISTA BANCSHARES, INC.",CIVB,{'CIVB'},1,00:00.0,00:00.0,21,21,"CIVISTA BANCSHARES,"
1509589,1509589,1509589,"CIVITAS RESOURCES, INC.",CIVI,{'CIVI'},1,00:00.0,00:00.0,10,10,"CIVITAS RESOURCES,"
352955,352955,352955,"CKX LANDS, INC.",CKX,{'CKX'},1,00:00.0,00:00.0,19,19,"CKX LANDS,"
789318,789318,789318,CLANCY SYSTEMS INTERNATIONAL INC /CO/,OBCN,{'OBCN'},1,00:00.0,00:00.0,3,3,CLANCY SYSTEMS INTERNATIONAL INC
1530874,1530874,1530874,CLASSWORX INC,CHNO,{'CHNO'},1,00:00.0,00:00.0,2,2,CLASSWORX
822818,822818,822818,CLEAN HARBORS INC,CLH,{'CLH'},1,00:00.0,00:00.0,25,25,CLEAN HARBORS
827876,827876,827876,"CLEANSPARK, INC.",CLSK,{'CLSK'},1,00:00.0,00:00.0,5,5,"CLEANSPARK,"
840715,840715,840715,CLEARONE INC,CLRO,{'CLRO'},1,00:00.0,00:00.0,20,20,CLEARONE
764065,764065,764065,CLEVELAND-CLIFFS INC.,CLF,{'CLF'},1,00:00.0,00:00.0,21,21,CLEVELAND-CLIFFS
21076,21076,21076,CLOROX CO /DE/,CLX,{'CLX'},1,00:00.0,00:00.0,27,27,CLOROX CO
1801170,1801170,1801170,"CLOVER HEALTH INVESTMENTS, CORP. /DE",CLOV,{'CLOV'},1,00:00.0,00:00.0,1,1,"CLOVER HEALTH INVESTMENTS, CORP."
1456453,1456453,1456453,CLStv Corp.,WTKN,{'WTKN'},1,00:00.0,00:00.0,1,1,CLSTV CORP.
1156375,1156375,1156375,CME GROUP INC.,CME,{'CME'},1,00:00.0,00:00.0,19,19,CME GROUP
1346655,1346655,1346655,"CMG HOLDINGS GROUP, INC.",CMGO,{'CMGO'},1,00:00.0,00:00.0,9,9,"CMG HOLDINGS GROUP,"
21175,21175,21175,CNA FINANCIAL CORP,CNA,{'CNA'},1,00:00.0,00:00.0,27,27,CNA FINANCIAL
1343009,1343009,1343009,CNBX Pharmaceuticals Inc.,CNBX,{'CNBX'},1,00:00.0,00:00.0,12,12,CNBX PHARMACEUTICALS INC.
1496454,1496454,1496454,"CNL Healthcare Properties, Inc.",CHTH,{'CHTH'},1,00:00.0,00:00.0,1,1,"CNL HEALTHCARE PROPERTIES, INC."
1729427,1729427,1729427,"CNS Pharmaceuticals, Inc.",CNSP,{'CNSP'},1,00:00.0,00:00.0,2,2,"CNS PHARMACEUTICALS, INC."
1070412,1070412,1070412,CNX Resources Corp,CNX,{'CNX'},1,00:00.0,00:00.0,19,19,CNX RESOURCES CORP
1437958,1437958,1437958,COASTAL FINANCIAL CORP,CCB,{'CCB'},1,00:00.0,00:00.0,3,3,COASTAL FINANCIAL
21344,21344,21344,COCA COLA CO,KO,{'KO'},1,00:00.0,00:00.0,25,25,COCA COLA
1200375,1200375,1200375,"CODEXIS, INC.",CDXS,{'CDXS'},1,00:00.0,00:00.0,11,11,"CODEXIS,"
806279,806279,806279,CODORUS VALLEY BANCORP INC,CVLY,{'CVLY'},1,00:00.0,00:00.0,26,26,CODORUS VALLEY BANCORP
1007019,1007019,1007019,COFFEE HOLDING CO INC,JVA,{'JVA'},1,00:00.0,00:00.0,15,15,COFFEE HOLDING CO
1158324,1158324,1158324,"COGENT COMMUNICATIONS HOLDINGS, INC.",CCOI,{'CCOI'},1,00:00.0,00:00.0,20,20,"COGENT COMMUNICATIONS HOLDINGS,"
851205,851205,851205,COGNEX CORP,CGNX,{'CGNX'},1,00:00.0,00:00.0,26,26,COGNEX
1058290,1058290,1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,{'CTSH'},1,00:00.0,00:00.0,23,23,COGNIZANT TECHNOLOGY SOLUTIONS
1284812,1284812,1284812,"COHEN & STEERS, INC.",CNS,{'CNS'},1,00:00.0,00:00.0,17,17,"COHEN & STEERS,"
21535,21535,21535,COHU INC,COHU,{'COHU'},1,00:00.0,00:00.0,19,19,COHU
21665,21665,21665,COLGATE PALMOLIVE CO,CL,{'CL'},1,00:00.0,00:00.0,24,24,COLGATE PALMOLIVE
1267565,1267565,1267565,"COLLEGIUM PHARMACEUTICAL, INC",COLL,{'COLL'},1,00:00.0,00:00.0,6,6,"COLLEGIUM PHARMACEUTICAL,"
711669,711669,711669,COLONY BANKCORP INC,CBAN,{'CBAN'},1,00:00.0,00:00.0,19,19,COLONY BANKCORP
887343,887343,887343,"COLUMBIA BANKING SYSTEM, INC.",COLB,{'COLB'},1,00:00.0,00:00.0,19,19,"COLUMBIA BANKING SYSTEM,"
1050797,1050797,1050797,COLUMBIA SPORTSWEAR CO,COLM,{'COLM'},1,00:00.0,00:00.0,21,21,COLUMBIA SPORTSWEAR
1005229,1005229,1005229,COLUMBUS MCKINNON CORP,CMCO,{'CMCO'},1,00:00.0,00:00.0,24,24,COLUMBUS MCKINNON
28412,28412,28412,COMERICA INC /NEW/,CMA,{'CMA'},1,00:00.0,00:00.0,28,28,COMERICA INC
1035983,1035983,1035983,COMFORT SYSTEMS USA INC,FIX,{'FIX'},1,00:00.0,00:00.0,23,23,COMFORT SYSTEMS USA
22356,22356,22356,COMMERCE BANCSHARES INC /MO/,CBSH,{'CBSH'},1,00:00.0,00:00.0,25,25,COMMERCE BANCSHARES INC
22444,22444,22444,COMMERCIAL METALS Co,CMC,{'CMC'},1,00:00.0,00:00.0,24,24,COMMERCIAL METALS CO
718413,718413,718413,COMMUNITY BANCORP /VT,CMTV,{'CMTV'},1,00:00.0,00:00.0,21,21,COMMUNITY BANCORP
723188,723188,723188,"COMMUNITY BANK SYSTEM, INC.",CBU,{'CBU'},1,00:00.0,00:00.0,26,26,"COMMUNITY BANK SYSTEM,"
855874,855874,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,{'TCFC'},1,00:00.0,00:00.0,16,16,COMMUNITY FINANCIAL CORP
1108109,1108109,1108109,COMMUNITY HEALTH SYSTEMS INC,CYH,{'CYH'},1,00:00.0,00:00.0,21,21,COMMUNITY HEALTH SYSTEMS
350852,350852,350852,COMMUNITY TRUST BANCORP INC /KY/,CTBI,{'CTBI'},1,00:00.0,00:00.0,26,26,COMMUNITY TRUST BANCORP INC
1051343,1051343,1051343,COMMUNITY WEST BANCSHARES /,CWBC,{'CWBC'},1,00:00.0,00:00.0,24,24,COMMUNITY WEST BANCSHARES
1169561,1169561,1169561,COMMVAULT SYSTEMS INC,CVLT,{'CVLT'},1,00:00.0,00:00.0,14,14,COMMVAULT SYSTEMS
1227654,1227654,1227654,COMPASS MINERALS INTERNATIONAL INC,CMP,{'CMP'},1,00:00.0,00:00.0,18,18,COMPASS MINERALS INTERNATIONAL
1169445,1169445,1169445,COMPUTER PROGRAMS & SYSTEMS INC,CPSI,{'CPSI'},1,00:00.0,00:00.0,19,19,COMPUTER PROGRAMS & SYSTEMS
23111,23111,23111,COMPUTER TASK GROUP INC,CTG,{'CTG'},1,00:00.0,00:00.0,22,22,COMPUTER TASK GROUP
1049606,1049606,1049606,COMPX INTERNATIONAL INC,CIX,{'CIX'},1,00:00.0,00:00.0,20,20,COMPX INTERNATIONAL
1158172,1158172,1158172,"COMSCORE, INC.",SCOR,{'SCOR'},1,00:00.0,00:00.0,12,12,"COMSCORE,"
23194,23194,23194,COMSTOCK RESOURCES INC,CRK,{'CRK'},1,00:00.0,00:00.0,24,24,COMSTOCK RESOURCES
23197,23197,23197,COMTECH TELECOMMUNICATIONS CORP /DE/,CMTL,{'CMTL'},1,00:00.0,00:00.0,20,20,COMTECH TELECOMMUNICATIONS CORP
23217,23217,23217,CONAGRA BRANDS INC.,CAG,{'CAG'},1,00:00.0,00:00.0,25,25,CONAGRA BRANDS
1367920,1367920,1367920,"CONCERT PHARMACEUTICALS, INC.",CNCE,{'CNCE'},1,00:00.0,00:00.0,8,8,"CONCERT PHARMACEUTICALS,"
1677703,1677703,1677703,CONDUENT Inc,CNDT,{'CNDT'},1,00:00.0,00:00.0,5,5,CONDUENT INC
790273,790273,790273,CONECTISYS CORP,CONC,{'CONC'},1,00:00.0,00:00.0,2,2,CONECTISYS
816956,816956,816956,CONMED Corp,CNMD,{'CNMD'},1,00:00.0,00:00.0,24,24,CONMED CORP
1223389,1223389,1223389,CONNS INC,CONN,{'CONN'},1,00:00.0,00:00.0,17,17,CONNS
1163165,1163165,1163165,CONOCOPHILLIPS,COP,{'COP'},1,00:00.0,00:00.0,19,19,CONOCOPHILLIPS
1710366,1710366,1710366,CONSOL Energy Inc.,CEIX,{'CEIX'},1,00:00.0,00:00.0,4,4,CONSOL ENERGY INC.
1047862,1047862,1047862,CONSOLIDATED EDISON INC,ED,{'ED'},1,00:00.0,00:00.0,22,22,CONSOLIDATED EDISON
889609,889609,889609,"CONSUMER PORTFOLIO SERVICES, INC.",CPSS,{'CPSS'},1,00:00.0,00:00.0,22,22,"CONSUMER PORTFOLIO SERVICES,"
1006830,1006830,1006830,CONSUMERS BANCORP INC /OH/,CBKM,{'CBKM'},1,00:00.0,00:00.0,18,18,CONSUMERS BANCORP INC
201533,201533,201533,CONSUMERS ENERGY CO,CMS-PB,{'CMS-PB'},1,00:00.0,00:00.0,11,11,CONSUMERS ENERGY
732834,732834,732834,"CONTINENTAL RESOURCES, INC",CLR,{'CLR'},1,00:00.0,00:00.0,14,14,"CONTINENTAL RESOURCES,"
1478069,1478069,1478069,CONTRAFECT Corp,CFRX,{'CFRX'},1,00:00.0,00:00.0,7,7,CONTRAFECT CORP
1399352,1399352,1399352,"COOL TECHNOLOGIES, INC.",WARM,{'WARM'},1,00:00.0,00:00.0,11,11,"COOL TECHNOLOGIES,"
711404,711404,711404,"COOPER COMPANIES, INC.",COO,{'COO'},1,00:00.0,00:00.0,23,23,"COOPER COMPANIES,"
900075,900075,900075,COPART INC,CPRT,{'CPRT'},1,00:00.0,00:00.0,21,21,COPART
1088856,1088856,1088856,CORCEPT THERAPEUTICS INC,CORT,{'CORT'},1,00:00.0,00:00.0,17,17,CORCEPT THERAPEUTICS
1000229,1000229,1000229,CORE LABORATORIES N V,CLB,{'CLB'},1,00:00.0,00:00.0,23,23,CORE LABORATORIES N V
1026655,1026655,1026655,CORE MOLDING TECHNOLOGIES INC,CMT,{'CMT'},1,00:00.0,00:00.0,21,21,CORE MOLDING TECHNOLOGIES
1375195,1375195,1375195,CORETEC GROUP INC.,CRTG,{'CRTG'},1,00:00.0,00:00.0,13,13,CORETEC GROUP
24741,24741,24741,CORNING INC /NY,GLW,{'GLW'},1,00:00.0,00:00.0,24,24,CORNING INC
860546,860546,860546,CORPORATE OFFICE PROPERTIES TRUST,OFC,{'OFC'},1,00:00.0,00:00.0,23,23,CORPORATE OFFICE PROPERTIES TRUST
874866,874866,874866,CORVEL CORP,CRVL,{'CRVL'},1,00:00.0,00:00.0,20,20,CORVEL
1057352,1057352,1057352,"COSTAR GROUP, INC.",CSGP,{'CSGP'},1,00:00.0,00:00.0,21,21,"COSTAR GROUP,"
909832,909832,909832,COSTCO WHOLESALE CORP /NEW,COST,{'COST'},1,00:00.0,00:00.0,22,22,COSTCO WHOLESALE CORP
1024305,1024305,1024305,COTY INC.,COTY,{'COTY'},1,00:00.0,00:00.0,8,8,COTY
25232,25232,25232,COUSINS PROPERTIES INC,CUZ,{'CUZ'},1,00:00.0,00:00.0,28,28,COUSINS PROPERTIES
928658,928658,928658,"COVENANT LOGISTICS GROUP, INC.",CVLG,{'CVLG'},1,00:00.0,00:00.0,24,24,"COVENANT LOGISTICS GROUP,"
1641614,1641614,1641614,CPI Card Group Inc.,PMTS,{'PMTS'},1,00:00.0,00:00.0,6,6,CPI CARD GROUP INC.
814676,814676,814676,CPS TECHNOLOGIES CORP/DE/,CPSH,{'CPSH'},1,00:00.0,00:00.0,23,23,CPS TECHNOLOGIES CORP/DE/
1053706,1053706,1053706,"CRA INTERNATIONAL, INC.",CRAI,{'CRAI'},1,00:00.0,00:00.0,18,18,"CRA INTERNATIONAL,"
1067294,1067294,1067294,"CRACKER BARREL OLD COUNTRY STORE, INC",CBRL,{'CBRL'},1,00:00.0,00:00.0,19,19,"CRACKER BARREL OLD COUNTRY STORE,"
47307,47307,47307,CRAWFORD UNITED Corp,CRAWA,{'CRAWA'},1,00:00.0,00:00.0,16,16,CRAWFORD UNITED CORP
1187953,1187953,1187953,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",CELZ,{'CELZ'},1,00:00.0,00:00.0,6,6,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS,"
885550,885550,885550,CREDIT ACCEPTANCE CORP,CACC,{'CACC'},1,00:00.0,00:00.0,21,21,CREDIT ACCEPTANCE
315958,315958,315958,CREDITRISKMONITOR COM INC,CRMZ,{'CRMZ'},1,00:00.0,00:00.0,13,13,CREDITRISKMONITOR COM
1674416,1674416,1674416,CRISPR Therapeutics AG,CRSP,{'CRSP'},1,00:00.0,00:00.0,5,5,CRISPR THERAPEUTICS AG
1141103,1141103,1141103,CROSS COUNTRY HEALTHCARE INC,CCRN,{'CCRN'},1,00:00.0,00:00.0,20,20,CROSS COUNTRY HEALTHCARE
881787,881787,881787,CROSS TIMBERS ROYALTY TRUST,CRT,{'CRT'},1,00:00.0,00:00.0,19,19,CROSS TIMBERS ROYALTY TRUST
1458412,1458412,1458412,"CROSSFIRST BANKSHARES, INC.",CFB,{'CFB'},1,00:00.0,00:00.0,2,2,"CROSSFIRST BANKSHARES,"
1051470,1051470,1051470,CROWN CASTLE INC.,CCI,{'CCI'},1,00:00.0,00:00.0,23,23,CROWN CASTLE
25895,25895,25895,CROWN CRAFTS INC,CRWS,{'CRWS'},1,00:00.0,00:00.0,17,17,CROWN CRAFTS
1219601,1219601,1219601,CROWN HOLDINGS INC,CCK,{'CCK'},1,00:00.0,00:00.0,19,19,CROWN HOLDINGS
862692,862692,862692,CRYO CELL INTERNATIONAL INC,CCEL,{'CCEL'},1,00:00.0,00:00.0,14,14,CRYO CELL INTERNATIONAL
880417,880417,880417,CSB BANCORP INC /OH,CSBB,{'CSBB'},1,00:00.0,00:00.0,1,1,CSB BANCORP INC
1005757,1005757,1005757,CSG SYSTEMS INTERNATIONAL INC,CSGS,{'CSGS'},1,00:00.0,00:00.0,23,23,CSG SYSTEMS INTERNATIONAL
1449488,1449488,1449488,CSI Compressco LP,CCLP,{'CCLP'},1,00:00.0,00:00.0,10,10,CSI COMPRESSCO LP
356037,356037,356037,CSP INC /MA/,CSPI,{'CSPI'},1,00:00.0,00:00.0,24,24,CSP INC
1624794,1624794,1624794,"CSW INDUSTRIALS, INC.",CSWI,{'CSWI'},1,00:00.0,00:00.0,5,5,"CSW INDUSTRIALS,"
277948,277948,277948,CSX CORP,CSX,{'CSX'},1,00:00.0,00:00.0,23,23,CSX
891293,891293,891293,CTI BIOPHARMA CORP,CTIC,{'CTIC'},1,00:00.0,00:00.0,25,25,CTI BIOPHARMA
26058,26058,26058,CTS CORP,CTS,{'CTS'},1,00:00.0,00:00.0,28,28,CTS
723603,723603,723603,CULP INC,CULP,{'CULP'},1,00:00.0,00:00.0,23,23,CULP
1087294,1087294,1087294,CUMBERLAND PHARMACEUTICALS INC,CPIX,{'CPIX'},1,00:00.0,00:00.0,12,12,CUMBERLAND PHARMACEUTICALS
26172,26172,26172,CUMMINS INC,CMI,{'CMI'},1,00:00.0,00:00.0,28,28,CUMMINS
1058623,1058623,1058623,CUMULUS MEDIA INC,CMLS,{'CMLS'},1,00:00.0,00:00.0,3,3,CUMULUS MEDIA
1108205,1108205,1108205,CURIS INC,CRIS,{'CRIS'},1,00:00.0,00:00.0,20,20,CURIS
1711291,1711291,1711291,CURO Group Holdings Corp.,CURO,{'CURO'},1,00:00.0,00:00.0,4,4,CURO GROUP HOLDINGS CORP.
26324,26324,26324,CURTISS WRIGHT CORP,CW,{'CW'},1,00:00.0,00:00.0,26,26,CURTISS WRIGHT
1162461,1162461,1162461,CUTERA INC,CUTR,{'CUTR'},1,00:00.0,00:00.0,17,17,CUTERA
1510964,1510964,1510964,"CV Sciences, Inc.",CVSI,{'CVSI'},1,00:00.0,00:00.0,9,9,"CV SCIENCES, INC."
354647,354647,354647,CVB FINANCIAL CORP,CVBF,{'CVBF'},1,00:00.0,00:00.0,27,27,CVB FINANCIAL
766792,766792,766792,CVD EQUIPMENT CORP,CVV,{'CVV'},1,00:00.0,00:00.0,13,13,CVD EQUIPMENT
1827075,1827075,1827075,CVENT HOLDING CORP.,CVT,{'CVT'},1,00:00.0,00:00.0,1,1,CVENT HOLDING
1376139,1376139,1376139,CVR ENERGY INC,CVI,{'CVI'},1,00:00.0,00:00.0,14,14,CVR ENERGY
1425292,1425292,1425292,"CVR PARTNERS, LP",UAN,{'UAN'},1,00:00.0,00:00.0,10,10,"CVR PARTNERS, LP"
64803,64803,64803,CVS HEALTH Corp,CVS,{'CVS'},1,00:00.0,00:00.0,21,21,CVS HEALTH CORP
768408,768408,768408,CYANOTECH CORP,CYAN,{'CYAN'},1,00:00.0,00:00.0,24,24,CYANOTECH
1437517,1437517,1437517,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,{'CLOQ'},1,00:00.0,00:00.0,9,9,"CYBERLOQ TECHNOLOGIES,"
768411,768411,768411,CYBEROPTICS CORP,CYBE,{'CYBE'},1,00:00.0,00:00.0,20,20,CYBEROPTICS
1084577,1084577,1084577,CYREN Ltd.,CYRN,{'CYRN'},1,00:00.0,00:00.0,3,3,CYREN LTD.
1061983,1061983,1061983,CYTOKINETICS INC,CYTK,{'CYTK'},1,00:00.0,00:00.0,17,17,CYTOKINETICS
1383088,1383088,1383088,CYTTA CORP.,CYCA,{'CYCA'},1,00:00.0,00:00.0,2,2,CYTTA
1759138,1759138,1759138,"Cabaletta Bio, Inc.",CABA,{'CABA'},1,00:00.0,00:00.0,2,2,"CABALETTA BIO, INC."
1632127,1632127,1632127,"Cable One, Inc.",CABO,{'CABO'},1,00:00.0,00:00.0,6,6,"CABLE ONE, INC."
1699136,1699136,1699136,"Cactus, Inc.",WHD,{'WHD'},1,00:00.0,00:00.0,4,4,"CACTUS, INC."
1590895,1590895,1590895,"Caesars Entertainment, Inc.",CZR,{'CZR'},1,00:00.0,00:00.0,7,7,"CAESARS ENTERTAINMENT, INC."
730255,730255,730255,CalAmp Corp.,CAMP,{'CAMP'},1,00:00.0,00:00.0,19,19,CALAMP CORP.
1174891,1174891,1174891,"CalEthos, Inc.",BUUZ,{'BUUZ'},1,00:00.0,00:00.0,12,12,"CALETHOS, INC."
1752036,1752036,1752036,California BanCorp,CALB,{'CALB'},1,00:00.0,00:00.0,2,2,CALIFORNIA BANCORP
1496671,1496671,1496671,"Calithera Biosciences, Inc.",CALA,{'CALA'},1,00:00.0,00:00.0,7,7,"CALITHERA BIOSCIENCES, INC."
928022,928022,928022,Callon Petroleum Co,CPE,{'CPE'},1,00:00.0,00:00.0,22,22,CALLON PETROLEUM CO
1340122,1340122,1340122,"Calumet Specialty Products Partners, L.P.",CLMT,{'CLMT'},1,00:00.0,00:00.0,16,16,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
1705843,1705843,1705843,"Calyxt, Inc.",CLXT,{'CLXT'},1,00:00.0,00:00.0,4,4,"CALYXT, INC."
1738177,1738177,1738177,Cambium Networks Corp,CMBM,{'CMBM'},1,00:00.0,00:00.0,2,2,CAMBIUM NETWORKS CORP
1669779,1669779,1669779,"Camping World Holdings, Inc.",CWH,{'CWH'},1,00:00.0,00:00.0,5,5,"CAMPING WORLD HOLDINGS, INC."
1509957,1509957,1509957,Can B Corp,CANB,{'CANB'},1,00:00.0,00:00.0,5,5,CAN B CORP
1006840,1006840,1006840,"Cang Bao Tian Xia International Art Trade Center, Inc.",TXCB,{'TXCB'},1,00:00.0,00:00.0,4,4,"CANG BAO TIAN XIA INTERNATIONAL ART TRADE CENTER, INC."
1368620,1368620,1368620,Cann American Corp.,CNNA,{'CNNA'},1,00:00.0,00:00.0,2,2,CANN AMERICAN CORP.
1360442,1360442,1360442,"Cannabis Sativa, Inc.",CBDS,{'CBDS'},1,00:00.0,00:00.0,9,9,"CANNABIS SATIVA, INC."
1704720,1704720,1704720,"Cannae Holdings, Inc.",CNNE,{'CNNE'},1,00:00.0,00:00.0,4,4,"CANNAE HOLDINGS, INC."
1304741,1304741,1304741,Cannagistics Inc.,CNGT,{'CNGT'},1,00:00.0,00:00.0,8,8,CANNAGISTICS INC.
1410187,1410187,1410187,Cannonau Corp.,CNNC,{'CNNC'},1,00:00.0,00:00.0,12,12,CANNONAU CORP.
1737927,1737927,1737927,Canopy Growth Corp,CGC,{'CGC'},1,00:00.0,00:00.0,1,1,CANOPY GROWTH CORP
1672909,1672909,1672909,Canterbury Park Holding Corp,CPHC,{'CPHC'},1,00:00.0,00:00.0,5,5,CANTERBURY PARK HOLDING CORP
1676479,1676479,1676479,"CapStar Financial Holdings, Inc.",CSTR,{'CSTR'},1,00:00.0,00:00.0,5,5,"CAPSTAR FINANCIAL HOLDINGS, INC."
1419536,1419536,1419536,Capital Bancorp Inc,CBNK,{'CBNK'},1,00:00.0,00:00.0,3,3,CAPITAL BANCORP INC
1490906,1490906,1490906,"Capitol Federal Financial, Inc.",CFFN,{'CFFN'},1,00:00.0,00:00.0,11,11,"CAPITOL FEDERAL FINANCIAL, INC."
1530721,1530721,1530721,Capri Holdings Ltd,CPRI,{'CPRI'},1,00:00.0,00:00.0,8,8,CAPRI HOLDINGS LTD
1009759,1009759,1009759,Capstone Green Energy Corp,CGRN,{'CGRN'},1,00:00.0,00:00.0,20,20,CAPSTONE GREEN ENERGY CORP
1470129,1470129,1470129,Capstone Technologies Group Inc.,CATG,{'CATG'},1,00:00.0,00:00.0,3,3,CAPSTONE TECHNOLOGIES GROUP INC.
1494259,1494259,1494259,"CarGurus, Inc.",CARG,{'CARG'},1,00:00.0,00:00.0,4,4,"CARGURUS, INC."
1378950,1378950,1378950,"CarParts.com, Inc.",PRTS,{'PRTS'},1,00:00.0,00:00.0,10,10,"CARPARTS.COM, INC."
1346830,1346830,1346830,"Cara Therapeutics, Inc.",CARA,{'CARA'},1,00:00.0,00:00.0,8,8,"CARA THERAPEUTICS, INC."
1156784,1156784,1156784,"CarbonMeta Technologies, Inc.",COWI,{'COWI'},1,00:00.0,00:00.0,8,8,"CARBONMETA TECHNOLOGIES, INC."
811222,811222,811222,Cardiff Lexington Corp,CDIX,{'CDIX'},1,00:00.0,00:00.0,13,13,CARDIFF LEXINGTON CORP
1213037,1213037,1213037,"Cardiff Oncology, Inc.",CRDF,{'CRDF'},1,00:00.0,00:00.0,10,10,"CARDIFF ONCOLOGY, INC."
1180145,1180145,1180145,Cardiovascular Systems Inc,CSII,{'CSII'},1,00:00.0,00:00.0,15,15,CARDIOVASCULAR SYSTEMS INC
1666071,1666071,1666071,"Cardlytics, Inc.",CDLX,{'CDLX'},1,00:00.0,00:00.0,4,4,"CARDLYTICS, INC."
1217234,1217234,1217234,"CareDx, Inc.",CDNA,{'CDNA'},1,00:00.0,00:00.0,7,7,"CAREDX, INC."
1590717,1590717,1590717,"CareTrust REIT, Inc.",CTRE,{'CTRE'},1,00:00.0,00:00.0,7,7,"CARETRUST REIT, INC."
1377149,1377149,1377149,CareView Communications Inc,CRVW,{'CRVW'},1,00:00.0,00:00.0,11,11,CAREVIEW COMMUNICATIONS INC
1544206,1544206,1544206,"Carlyle Secured Lending, Inc.",CGBD,{'CGBD'},1,00:00.0,00:00.0,4,4,"CARLYLE SECURED LENDING, INC."
1024095,1024095,1024095,"Carnegie Development, Inc",CDJM,{'CDJM'},1,00:00.0,00:00.0,4,4,"CARNEGIE DEVELOPMENT, INC"
1683606,1683606,1683606,Cars.com Inc.,CARS,{'CARS'},1,00:00.0,00:00.0,4,4,CARS.COM INC.
1829576,1829576,1829576,"Carter Bankshares, Inc.",CARE,{'CARE'},1,00:00.0,00:00.0,1,1,"CARTER BANKSHARES, INC."
1333835,1333835,1333835,Casa Systems Inc,CASA,{'CASA'},1,00:00.0,00:00.0,4,4,CASA SYSTEMS INC
1596783,1596783,1596783,"Catalent, Inc.",CTLT,{'CTLT'},1,00:00.0,00:00.0,7,7,"CATALENT, INC."
1376793,1376793,1376793,"Cavitation Technologies, Inc.",CVAT,{'CVAT'},1,00:00.0,00:00.0,12,12,"CAVITATION TECHNOLOGIES, INC."
1374310,1374310,1374310,"Cboe Global Markets, Inc.",CBOE,{'CBOE'},1,00:00.0,00:00.0,11,11,"CBOE GLOBAL MARKETS, INC."
1306830,1306830,1306830,Celanese Corp,CE,{'CE'},1,00:00.0,00:00.0,17,17,CELANESE CORP
1603454,1603454,1603454,Celcuity Inc.,CELC,{'CELC'},1,00:00.0,00:00.0,4,4,CELCUITY INC.
